date,storage,inflow,outflow,evaporation,elevation
2006-12-16,50.73,NA,NA,NA,NA
2006-12-17,50.811,NA,NA,NA,NA
2006-12-18,50.811,NA,NA,NA,NA
2006-12-19,50.73,NA,NA,NA,NA
2006-12-20,50.73,NA,NA,NA,NA
2006-12-21,50.69,NA,NA,NA,NA
2006-12-22,50.73,NA,NA,NA,NA
2006-12-23,50.69,NA,NA,NA,NA
2006-12-24,50.73,NA,NA,NA,NA
2006-12-25,50.649,NA,NA,NA,NA
2006-12-26,50.69,NA,NA,NA,NA
2006-12-27,50.649,NA,NA,NA,NA
2006-12-28,50.649,NA,NA,NA,NA
2006-12-29,50.568,NA,NA,NA,NA
2006-12-30,50.649,NA,NA,NA,NA
2006-12-31,50.649,NA,NA,NA,NA
2007-01-01,50.649,NA,NA,NA,NA
2007-01-02,50.568,NA,NA,NA,NA
2007-01-03,50.568,NA,NA,NA,NA
2007-01-04,50.528,NA,NA,NA,NA
2007-01-05,50.528,NA,NA,NA,NA
2007-01-06,50.528,NA,NA,NA,NA
2007-01-07,50.528,NA,NA,NA,NA
2007-01-08,50.528,NA,NA,NA,NA
2007-01-09,50.528,NA,NA,NA,NA
2007-01-10,50.528,NA,NA,NA,NA
2007-01-11,50.528,NA,NA,NA,NA
2007-01-12,50.446,NA,NA,NA,NA
2007-01-13,50.568,NA,NA,NA,NA
2007-01-14,50.446,NA,NA,NA,NA
2007-01-15,50.528,NA,NA,NA,NA
2007-01-16,50.446,NA,NA,NA,NA
2007-01-17,50.528,NA,NA,NA,NA
2007-01-18,50.446,NA,NA,NA,NA
2007-01-19,50.446,NA,NA,NA,NA
2007-01-20,50.528,NA,NA,NA,NA
2007-01-21,50.446,NA,NA,NA,NA
2007-01-22,50.528,NA,NA,NA,NA
2007-01-23,50.446,NA,NA,NA,NA
2007-01-24,50.568,NA,NA,NA,NA
2007-01-25,50.528,NA,NA,NA,NA
2007-01-26,50.446,NA,NA,NA,NA
2007-01-27,50.528,NA,NA,NA,NA
2007-01-28,50.528,NA,NA,NA,NA
2007-01-29,50.528,NA,NA,NA,NA
2007-01-30,50.528,NA,NA,NA,NA
2007-01-31,50.528,NA,NA,NA,NA
2007-02-01,50.446,NA,NA,NA,NA
2007-02-02,50.528,NA,NA,NA,NA
2007-02-03,50.528,NA,NA,NA,NA
2007-02-04,50.568,NA,NA,NA,NA
2007-02-05,50.528,NA,NA,NA,NA
2007-02-06,50.446,NA,NA,NA,NA
2007-02-07,50.528,NA,NA,NA,NA
2007-02-08,50.649,NA,NA,NA,NA
2007-02-09,50.568,NA,NA,NA,NA
2007-02-10,50.568,NA,NA,NA,NA
2007-02-11,50.528,NA,NA,NA,NA
2007-02-12,50.568,NA,NA,NA,NA
2007-02-13,50.528,NA,NA,NA,NA
2007-02-14,50.568,NA,NA,NA,NA
2007-02-15,50.568,NA,NA,NA,NA
2007-02-16,50.649,NA,NA,NA,NA
2007-02-17,50.568,NA,NA,NA,NA
2007-02-18,50.568,NA,NA,NA,NA
2007-02-19,50.649,NA,NA,NA,NA
2007-02-20,50.649,NA,NA,NA,NA
2007-02-21,50.568,NA,NA,NA,NA
2007-02-22,50.528,NA,NA,NA,NA
2007-02-23,50.649,NA,NA,NA,NA
2007-02-24,50.649,NA,NA,NA,NA
2007-02-25,50.69,NA,NA,NA,NA
2007-02-26,50.69,NA,NA,NA,NA
2007-02-27,50.69,NA,NA,NA,NA
2007-02-28,50.649,NA,NA,NA,NA
2007-03-01,50.69,NA,NA,NA,NA
2007-03-02,50.69,NA,NA,NA,NA
2007-03-03,50.69,NA,NA,NA,NA
2007-03-04,50.69,NA,NA,NA,NA
2007-03-05,50.649,NA,NA,NA,NA
2007-03-06,50.69,NA,NA,NA,NA
2007-03-07,50.69,NA,NA,NA,NA
2007-03-08,50.73,NA,NA,NA,NA
2007-03-09,50.649,NA,NA,NA,NA
2007-03-10,50.69,NA,NA,NA,NA
2007-03-11,50.73,NA,NA,NA,NA
2007-03-12,50.69,NA,NA,NA,NA
2007-03-13,50.73,NA,NA,NA,NA
2007-03-14,50.73,NA,NA,NA,NA
2007-03-15,50.73,NA,NA,NA,NA
2007-03-16,50.163,NA,NA,NA,NA
2007-03-17,49.433,NA,NA,NA,NA
2007-03-18,48.559,NA,NA,NA,NA
2007-03-19,47.843,NA,NA,NA,NA
2007-03-20,47.018,NA,NA,NA,NA
2007-03-21,46.278,NA,NA,NA,NA
2007-03-22,45.499,NA,NA,NA,NA
2007-03-23,44.776,NA,NA,NA,NA
2007-03-24,43.976,NA,NA,NA,NA
2007-03-25,43.178,NA,NA,NA,NA
2007-03-26,42.397,NA,NA,NA,NA
2007-03-27,41.615,NA,NA,NA,NA
2007-03-28,40.919,NA,NA,NA,NA
2007-03-29,40.158,NA,NA,NA,NA
2007-03-30,39.468,NA,NA,NA,NA
2007-03-31,38.648,NA,NA,NA,NA
2007-04-01,37.976,NA,NA,NA,NA
2007-04-02,37.238,NA,NA,NA,NA
2007-04-03,36.583,NA,NA,NA,NA
2007-04-04,35.789,NA,NA,NA,NA
2007-04-05,35.484,NA,NA,NA,NA
2007-04-06,35.518,NA,NA,NA,NA
2007-04-07,35.518,NA,NA,NA,NA
2007-04-08,35.551,NA,NA,NA,NA
2007-04-09,35.551,NA,NA,NA,NA
2007-04-10,35.618,NA,NA,NA,NA
2007-04-11,35.618,NA,NA,NA,NA
2007-04-12,35.618,NA,NA,NA,NA
2007-04-13,35.618,NA,NA,NA,NA
2007-04-14,35.618,NA,NA,NA,NA
2007-04-15,35.618,NA,NA,NA,NA
2007-04-16,35.652,NA,NA,NA,NA
2007-04-17,35.652,NA,NA,NA,NA
2007-04-18,35.652,NA,NA,NA,NA
2007-04-19,35.686,NA,NA,NA,NA
2007-04-20,35.686,NA,NA,NA,NA
2007-04-21,35.686,NA,NA,NA,NA
2007-04-22,35.789,NA,NA,NA,NA
2007-04-23,35.789,NA,NA,NA,NA
2007-04-24,35.893,NA,NA,NA,NA
2007-04-25,35.893,NA,NA,NA,NA
2007-04-26,35.927,NA,NA,NA,NA
2007-04-27,35.996,NA,NA,NA,NA
2007-04-28,36.1,NA,NA,NA,NA
2007-04-29,36.341,NA,NA,NA,NA
2007-04-30,36.755,NA,NA,NA,NA
2007-05-01,36.893,NA,NA,NA,NA
2007-05-02,36.755,NA,NA,NA,NA
2007-05-03,36.617,NA,NA,NA,NA
2007-05-04,36.341,NA,NA,NA,NA
2007-05-05,35.927,NA,NA,NA,NA
2007-05-06,35.417,NA,NA,NA,NA
2007-05-07,34.844,NA,NA,NA,NA
2007-05-08,34.407,NA,NA,NA,NA
2007-05-09,33.835,NA,NA,NA,NA
2007-05-10,33.503,NA,NA,NA,NA
2007-05-11,33.47,NA,NA,NA,NA
2007-05-12,33.404,NA,NA,NA,NA
2007-05-13,33.503,NA,NA,NA,NA
2007-05-14,33.568,NA,NA,NA,NA
2007-05-15,33.634,NA,NA,NA,NA
2007-05-16,33.734,NA,NA,NA,NA
2007-05-17,33.7,NA,NA,NA,NA
2007-05-18,34.07,NA,NA,NA,NA
2007-05-19,34.777,NA,NA,NA,NA
2007-05-20,35.551,NA,NA,NA,NA
2007-05-21,36.169,NA,NA,NA,NA
2007-05-22,36.72,NA,NA,NA,NA
2007-05-23,36.996,NA,NA,NA,NA
2007-05-24,37.203,NA,NA,NA,NA
2007-05-25,37.341,NA,NA,NA,NA
2007-05-26,37.531,NA,NA,NA,NA
2007-05-27,37.87,NA,NA,NA,NA
2007-05-28,38.471,NA,NA,NA,NA
2007-05-29,39.001,NA,NA,NA,NA
2007-05-30,39.396,NA,NA,NA,NA
2007-05-31,39.686,NA,NA,NA,NA
2007-06-01,40.158,NA,NA,NA,NA
2007-06-02,40.557,NA,NA,NA,NA
2007-06-03,41.173,NA,NA,NA,NA
2007-06-04,41.801,NA,NA,NA,NA
2007-06-05,42.471,NA,NA,NA,NA
2007-06-06,43.029,NA,NA,NA,NA
2007-06-07,43.329,NA,NA,NA,NA
2007-06-08,43.558,NA,NA,NA,NA
2007-06-09,43.938,NA,NA,NA,NA
2007-06-10,44.433,NA,NA,NA,NA
2007-06-11,44.966,NA,NA,NA,NA
2007-06-12,45.772,NA,NA,NA,NA
2007-06-13,45.928,NA,NA,NA,NA
2007-06-14,NA,NA,NA,NA,NA
2007-06-15,47.565,NA,NA,NA,NA
2007-06-16,48.121,NA,NA,NA,NA
2007-06-17,48.797,NA,NA,NA,NA
2007-06-18,49.274,NA,NA,NA,NA
2007-06-19,49.717,NA,NA,NA,NA
2007-06-20,50.244,NA,NA,NA,NA
2007-06-21,50.568,NA,NA,NA,NA
2007-06-22,50.973,NA,NA,NA,NA
2007-06-23,51.298,NA,NA,NA,NA
2007-06-24,51.582,NA,NA,NA,NA
2007-06-25,51.865,NA,NA,NA,NA
2007-06-26,52.105,NA,NA,NA,NA
2007-06-27,52.242,NA,NA,NA,NA
2007-06-28,52.379,NA,NA,NA,NA
2007-06-29,52.482,NA,NA,NA,NA
2007-06-30,52.55,NA,NA,NA,NA
2007-07-01,52.687,NA,NA,NA,NA
2007-07-02,52.722,NA,NA,NA,NA
2007-07-03,52.687,NA,NA,NA,NA
2007-07-04,52.722,NA,NA,NA,NA
2007-07-05,52.722,NA,NA,NA,NA
2007-07-06,52.722,NA,NA,NA,NA
2007-07-07,52.687,NA,NA,NA,NA
2007-07-08,52.722,NA,NA,NA,NA
2007-07-09,52.722,NA,NA,NA,NA
2007-07-10,52.722,NA,NA,NA,NA
2007-07-11,52.687,NA,NA,NA,NA
2007-07-12,52.722,NA,NA,NA,NA
2007-07-13,52.722,NA,NA,NA,NA
2007-07-14,52.687,NA,NA,NA,NA
2007-07-15,52.722,NA,NA,NA,NA
2007-07-16,52.687,NA,NA,NA,NA
2007-07-17,52.687,NA,NA,NA,NA
2007-07-18,52.619,NA,NA,NA,NA
2007-07-19,52.722,NA,NA,NA,NA
2007-07-20,52.687,NA,NA,NA,NA
2007-07-21,52.619,NA,NA,NA,NA
2007-07-22,52.687,NA,NA,NA,NA
2007-07-23,52.619,NA,NA,NA,NA
2007-07-24,52.619,NA,NA,NA,NA
2007-07-25,52.687,NA,NA,NA,NA
2007-07-26,52.619,NA,NA,NA,NA
2007-07-27,52.705,NA,NA,NA,NA
2007-07-28,52.687,NA,NA,NA,NA
2007-07-29,52.619,NA,NA,NA,NA
2007-07-30,52.619,NA,NA,NA,NA
2007-07-31,52.619,NA,NA,NA,NA
2007-08-01,52.687,NA,NA,NA,NA
2007-08-02,52.687,NA,NA,NA,NA
2007-08-03,52.619,NA,NA,NA,NA
2007-08-04,52.619,NA,NA,NA,NA
2007-08-05,52.687,NA,NA,NA,NA
2007-08-06,52.619,NA,NA,NA,NA
2007-08-07,52.619,NA,NA,NA,NA
2007-08-08,52.619,NA,NA,NA,NA
2007-08-09,52.687,NA,NA,NA,NA
2007-08-10,52.687,NA,NA,NA,NA
2007-08-11,52.585,NA,NA,NA,NA
2007-08-12,52.585,NA,NA,NA,NA
2007-08-13,52.585,NA,NA,NA,NA
2007-08-14,52.585,NA,NA,NA,NA
2007-08-15,52.619,NA,NA,NA,NA
2007-08-16,52.619,NA,NA,NA,NA
2007-08-17,52.619,NA,NA,NA,NA
2007-08-18,52.619,NA,NA,NA,NA
2007-08-19,52.619,NA,NA,NA,NA
2007-08-20,52.619,NA,NA,NA,NA
2007-08-21,52.585,NA,NA,NA,NA
2007-08-22,52.585,NA,NA,NA,NA
2007-08-23,52.585,NA,NA,NA,NA
2007-08-24,52.55,NA,NA,NA,NA
2007-08-25,52.482,NA,NA,NA,NA
2007-08-26,52.482,NA,NA,NA,NA
2007-08-27,52.482,NA,NA,NA,NA
2007-08-28,52.379,NA,NA,NA,NA
2007-08-29,52.448,NA,NA,NA,NA
2007-08-30,52.379,NA,NA,NA,NA
2007-08-31,52.379,NA,NA,NA,NA
2007-09-01,52.311,NA,NA,NA,NA
2007-09-02,52.242,NA,NA,NA,NA
2007-09-03,52.242,NA,NA,NA,NA
2007-09-04,52.242,NA,NA,NA,NA
2007-09-05,52.242,NA,NA,NA,NA
2007-09-06,52.242,NA,NA,NA,NA
2007-09-07,52.311,NA,NA,NA,NA
2007-09-08,52.311,NA,NA,NA,NA
2007-09-09,52.242,NA,NA,NA,NA
2007-09-10,52.242,NA,NA,NA,NA
2007-09-11,52.242,NA,NA,NA,NA
2007-09-12,52.311,NA,NA,NA,NA
2007-09-13,52.242,NA,NA,NA,NA
2007-09-14,52.242,NA,NA,NA,NA
2007-09-15,52.242,NA,NA,NA,NA
2007-09-16,52.242,NA,NA,NA,NA
2007-09-17,52.311,NA,NA,NA,NA
2007-09-18,52.345,NA,NA,NA,NA
2007-09-19,52.311,NA,NA,NA,NA
2007-09-20,52.345,NA,NA,NA,NA
2007-09-21,52.311,NA,NA,NA,NA
2007-09-22,52.311,NA,NA,NA,NA
2007-09-23,52.311,NA,NA,NA,NA
2007-09-24,52.345,NA,NA,NA,NA
2007-09-25,52.379,NA,NA,NA,NA
2007-09-26,52.345,NA,NA,NA,NA
2007-09-27,52.311,NA,NA,NA,NA
2007-09-28,52.345,NA,NA,NA,NA
2007-09-29,52.311,NA,NA,NA,NA
2007-09-30,52.345,NA,NA,NA,NA
2007-10-01,52.345,NA,NA,NA,NA
2007-10-02,52.379,NA,NA,NA,NA
2007-10-03,52.345,NA,NA,NA,NA
2007-10-04,52.345,NA,NA,NA,NA
2007-10-05,52.345,NA,NA,NA,NA
2007-10-06,52.345,NA,NA,NA,NA
2007-10-07,52.379,NA,NA,NA,NA
2007-10-08,52.345,NA,NA,NA,NA
2007-10-09,52.379,NA,NA,NA,NA
2007-10-10,52.345,NA,NA,NA,NA
2007-10-11,52.379,NA,NA,NA,NA
2007-10-12,52.345,NA,NA,NA,NA
2007-10-13,52.379,NA,NA,NA,NA
2007-10-14,52.379,NA,NA,NA,NA
2007-10-15,52.379,NA,NA,NA,NA
2007-10-16,52.379,NA,NA,NA,NA
2007-10-17,52.448,NA,NA,NA,NA
2007-10-18,52.379,NA,NA,NA,NA
2007-10-19,52.448,NA,NA,NA,NA
2007-10-20,52.448,NA,NA,NA,NA
2007-10-21,52.482,NA,NA,NA,NA
2007-10-22,52.482,NA,NA,NA,NA
2007-10-23,52.482,NA,NA,NA,NA
2007-10-24,52.55,NA,NA,NA,NA
2007-10-25,52.482,NA,NA,NA,NA
2007-10-26,52.55,NA,NA,NA,NA
2007-10-27,52.55,NA,NA,NA,NA
2007-10-28,52.55,NA,NA,NA,NA
2007-10-29,52.55,NA,NA,NA,NA
2007-10-30,52.619,NA,NA,NA,NA
2007-10-31,52.619,NA,NA,NA,NA
2007-11-01,52.619,NA,NA,NA,NA
2007-11-02,52.55,NA,NA,NA,NA
2007-11-03,52.311,NA,NA,NA,NA
2007-11-04,52.071,NA,NA,NA,NA
2007-11-05,51.934,NA,NA,NA,NA
2007-11-06,51.703,NA,NA,NA,NA
2007-11-07,51.744,NA,NA,NA,NA
2007-11-08,51.703,NA,NA,NA,NA
2007-11-09,51.703,NA,NA,NA,NA
2007-11-10,51.744,NA,NA,NA,NA
2007-11-11,51.744,NA,NA,NA,NA
2007-11-12,51.703,NA,NA,NA,NA
2007-11-13,51.744,NA,NA,NA,NA
2007-11-14,51.744,NA,NA,NA,NA
2007-11-15,51.703,NA,NA,NA,NA
2007-11-16,51.744,NA,NA,NA,NA
2007-11-17,51.703,NA,NA,NA,NA
2007-11-18,51.703,NA,NA,NA,NA
2007-11-19,51.744,NA,NA,NA,NA
2007-11-20,51.744,NA,NA,NA,NA
2007-11-21,51.744,NA,NA,NA,NA
2007-11-22,51.744,NA,NA,NA,NA
2007-11-23,51.744,NA,NA,NA,NA
2007-11-24,51.744,NA,NA,NA,NA
2007-11-25,51.744,NA,NA,NA,NA
2007-11-26,51.825,NA,NA,NA,NA
2007-11-27,51.825,NA,NA,NA,NA
2007-11-28,51.744,NA,NA,NA,NA
2007-11-29,51.825,NA,NA,NA,NA
2007-11-30,51.744,NA,NA,NA,NA
2007-12-01,51.825,NA,NA,NA,NA
2007-12-02,51.865,NA,NA,NA,NA
2007-12-03,51.744,NA,NA,NA,NA
2007-12-04,51.865,NA,NA,NA,NA
2007-12-05,51.865,NA,NA,NA,NA
2007-12-06,51.865,NA,NA,NA,NA
2007-12-07,51.934,NA,NA,NA,NA
2007-12-08,51.934,NA,NA,NA,NA
2007-12-09,51.865,NA,NA,NA,NA
2007-12-10,51.968,NA,NA,NA,NA
2007-12-11,51.934,NA,NA,NA,NA
2007-12-12,51.934,NA,NA,NA,NA
2007-12-13,51.934,NA,NA,NA,NA
2007-12-14,51.934,NA,NA,NA,NA
2007-12-15,51.968,NA,NA,NA,NA
2007-12-16,51.934,NA,NA,NA,NA
2007-12-17,51.934,NA,NA,NA,NA
2007-12-18,51.934,NA,NA,NA,NA
2007-12-19,51.934,NA,NA,NA,NA
2007-12-20,51.934,NA,NA,NA,NA
2007-12-21,51.968,NA,NA,NA,NA
2007-12-22,51.934,NA,NA,NA,NA
2007-12-23,51.968,NA,NA,NA,NA
2007-12-24,52.002,NA,NA,NA,NA
2007-12-25,52.002,NA,NA,NA,NA
2007-12-26,0,NA,NA,NA,NA
2007-12-27,0,NA,NA,NA,NA
2007-12-28,0,NA,NA,NA,NA
2007-12-29,0,NA,NA,NA,NA
2007-12-30,0,NA,NA,NA,NA
2007-12-31,0,NA,NA,NA,NA
2008-01-01,0,NA,NA,NA,NA
2008-01-02,52.071,NA,NA,NA,NA
2008-01-03,52.071,NA,NA,NA,NA
2008-01-04,52.002,NA,NA,NA,NA
2008-01-05,52.071,NA,NA,NA,NA
2008-01-06,52.071,NA,NA,NA,NA
2008-01-07,0,NA,NA,NA,NA
2008-01-08,0,NA,NA,NA,NA
2008-01-09,0,NA,NA,NA,NA
2008-01-10,0,NA,NA,NA,NA
2008-01-11,0,NA,NA,NA,NA
2008-01-12,0,NA,NA,NA,NA
2008-01-13,0,NA,NA,NA,NA
2008-01-14,0,NA,NA,NA,NA
2008-01-15,52.139,NA,NA,NA,NA
2008-01-16,0,NA,NA,NA,NA
2008-01-17,52.208,NA,NA,NA,NA
2008-01-18,52.208,NA,NA,NA,NA
2008-01-19,52.139,NA,NA,NA,NA
2008-01-20,56.455,NA,NA,NA,NA
2008-01-21,56.455,NA,NA,NA,NA
2008-01-22,56.455,NA,NA,NA,NA
2008-01-23,56.386,NA,NA,NA,NA
2008-01-24,56.455,NA,NA,NA,NA
2008-01-25,56.455,NA,NA,NA,NA
2008-01-26,56.386,NA,NA,NA,NA
2008-01-27,56.386,NA,NA,NA,NA
2008-01-28,56.386,NA,NA,NA,NA
2008-01-29,56.455,NA,NA,NA,NA
2008-01-30,56.386,NA,NA,NA,NA
2008-01-31,56.386,NA,NA,NA,NA
2008-02-01,56.386,NA,NA,NA,NA
2008-02-02,56.455,NA,NA,NA,NA
2008-02-03,56.386,NA,NA,NA,NA
2008-02-04,56.386,NA,NA,NA,NA
2008-02-05,56.386,NA,NA,NA,NA
2008-02-06,56.386,NA,NA,NA,NA
2008-02-07,56.386,NA,NA,NA,NA
2008-02-08,56.489,NA,NA,NA,NA
2008-02-09,56.455,NA,NA,NA,NA
2008-02-10,56.455,NA,NA,NA,NA
2008-02-11,56.455,NA,NA,NA,NA
2008-02-12,56.386,NA,NA,NA,NA
2008-02-13,NA,NA,NA,NA,NA
2008-02-14,56.455,NA,NA,NA,NA
2008-02-15,56.386,NA,NA,NA,NA
2008-02-16,56.455,NA,NA,NA,NA
2008-02-17,56.386,NA,NA,NA,NA
2008-02-18,56.386,NA,NA,NA,NA
2008-02-19,56.352,NA,NA,NA,NA
2008-02-20,56.386,NA,NA,NA,NA
2008-02-21,56.386,NA,NA,NA,NA
2008-02-22,56.352,NA,NA,NA,NA
2008-02-23,56.455,NA,NA,NA,NA
2008-02-24,56.386,NA,NA,NA,NA
2008-02-25,56.455,NA,NA,NA,NA
2008-02-26,56.455,NA,NA,NA,NA
2008-02-27,56.455,NA,NA,NA,NA
2008-02-28,56.455,NA,NA,NA,NA
2008-02-29,56.386,NA,NA,NA,NA
2008-03-01,56.386,NA,NA,NA,NA
2008-03-02,56.455,NA,NA,NA,NA
2008-03-03,56.352,NA,NA,NA,NA
2008-03-04,56.386,NA,NA,NA,NA
2008-03-05,56.455,NA,NA,NA,NA
2008-03-06,56.386,NA,NA,NA,NA
2008-03-07,56.386,NA,NA,NA,NA
2008-03-08,56.455,NA,NA,NA,NA
2008-03-09,56.455,NA,NA,NA,NA
2008-03-10,56.386,NA,NA,NA,NA
2008-03-11,56.386,NA,NA,NA,NA
2008-03-12,56.386,NA,NA,NA,NA
2008-03-13,56.352,NA,NA,NA,NA
2008-03-14,56.455,NA,NA,NA,NA
2008-03-15,56.455,NA,NA,NA,NA
2008-03-16,56.386,NA,NA,NA,NA
2008-03-17,56.386,NA,NA,NA,NA
2008-03-18,56.386,NA,NA,NA,NA
2008-03-19,56.455,NA,NA,NA,NA
2008-03-20,56.386,NA,NA,NA,NA
2008-03-21,56.386,NA,NA,NA,NA
2008-03-22,56.386,NA,NA,NA,NA
2008-03-23,56.455,NA,NA,NA,NA
2008-03-24,56.386,NA,NA,NA,NA
2008-03-25,56.386,NA,NA,NA,NA
2008-03-26,56.352,NA,NA,NA,NA
2008-03-27,53.542,NA,NA,NA,NA
2008-03-28,43.937,NA,NA,NA,NA
2008-03-29,20.976,NA,NA,NA,NA
2008-03-30,5.09,NA,NA,NA,NA
2008-03-31,12.544,NA,NA,NA,NA
2008-04-01,19.512,NA,NA,NA,NA
2008-04-02,5.359,NA,NA,NA,NA
2008-04-03,5.933,NA,NA,NA,NA
2008-04-04,19.363,NA,NA,NA,NA
2008-04-05,9.602,NA,NA,NA,NA
2008-04-06,7.233,NA,NA,NA,NA
2008-04-07,11.435,NA,NA,NA,NA
2008-04-08,6.141,NA,NA,NA,NA
2008-04-09,0,NA,NA,NA,NA
2008-04-10,0,NA,NA,NA,NA
2008-04-11,19.512,NA,NA,NA,NA
2008-04-12,9.787,NA,NA,NA,NA
2008-04-13,0,NA,NA,NA,NA
2008-04-14,0,NA,NA,NA,NA
2008-04-15,0,NA,NA,NA,NA
2008-04-16,0,NA,NA,NA,NA
2008-04-17,0,NA,NA,NA,NA
2008-04-18,0,NA,NA,NA,NA
2008-04-19,11.929,NA,NA,NA,NA
2008-04-20,37.658,NA,NA,NA,NA
2008-04-21,36.893,NA,NA,NA,NA
2008-04-22,36.341,NA,NA,NA,NA
2008-04-23,35.652,NA,NA,NA,NA
2008-04-24,35.013,NA,NA,NA,NA
2008-04-25,34.34,NA,NA,NA,NA
2008-04-26,33.767,NA,NA,NA,NA
2008-04-27,33.011,NA,NA,NA,NA
2008-04-28,32.356,NA,NA,NA,NA
2008-04-29,31.71,NA,NA,NA,NA
2008-04-30,31.074,NA,NA,NA,NA
2008-05-01,30.469,NA,NA,NA,NA
2008-05-02,29.84,NA,NA,NA,NA
2008-05-03,29.251,NA,NA,NA,NA
2008-05-04,28.538,NA,NA,NA,NA
2008-05-05,27.934,NA,NA,NA,NA
2008-05-06,27.238,NA,NA,NA,NA
2008-05-07,27.117,NA,NA,NA,NA
2008-05-08,27.177,NA,NA,NA,NA
2008-05-09,27.329,NA,NA,NA,NA
2008-05-10,27.329,NA,NA,NA,NA
2008-05-11,27.419,NA,NA,NA,NA
2008-05-12,27.51,NA,NA,NA,NA
2008-05-13,27.57,NA,NA,NA,NA
2008-05-14,27.571,NA,NA,NA,NA
2008-05-15,27.631,NA,NA,NA,NA
2008-05-16,27.661,NA,NA,NA,NA
2008-05-17,27.782,NA,NA,NA,NA
2008-05-18,27.964,NA,NA,NA,NA
2008-05-19,28.327,NA,NA,NA,NA
2008-05-20,28.941,NA,NA,NA,NA
2008-05-21,29.716,NA,NA,NA,NA
2008-05-22,30.31,NA,NA,NA,NA
2008-05-23,30.628,NA,NA,NA,NA
2008-05-24,30.851,NA,NA,NA,NA
2008-05-25,31.074,NA,NA,NA,NA
2008-05-26,31.424,NA,NA,NA,NA
2008-05-27,31.838,NA,NA,NA,NA
2008-05-28,32.455,NA,NA,NA,NA
2008-05-29,33.175,NA,NA,NA,NA
2008-05-30,33.936,NA,NA,NA,NA
2008-05-31,34.609,NA,NA,NA,NA
2008-06-01,35.417,NA,NA,NA,NA
2008-06-02,36.376,NA,NA,NA,NA
2008-06-03,37.238,NA,NA,NA,NA
2008-06-04,37.976,NA,NA,NA,NA
2008-06-05,38.4,NA,NA,NA,NA
2008-06-06,38.966,NA,NA,NA,NA
2008-06-07,39.504,NA,NA,NA,NA
2008-06-08,40.121,NA,NA,NA,NA
2008-06-09,40.52,NA,NA,NA,NA
2008-06-10,41.101,NA,NA,NA,NA
2008-06-11,41.69,NA,NA,NA,NA
2008-06-12,42.099,NA,NA,NA,NA
2008-06-13,42.397,NA,NA,NA,NA
2008-06-14,42.955,NA,NA,NA,NA
2008-06-15,43.71,NA,NA,NA,NA
2008-06-16,44.548,NA,NA,NA,NA
2008-06-17,45.385,NA,NA,NA,NA
2008-06-18,46.356,NA,NA,NA,NA
2008-06-19,47.407,NA,NA,NA,NA
2008-06-20,48.28,NA,NA,NA,NA
2008-06-21,49.234,NA,NA,NA,NA
2008-06-22,50.163,NA,NA,NA,NA
2008-06-23,51.095,NA,NA,NA,NA
2008-06-24,51.582,NA,NA,NA,NA
2008-06-25,51.744,NA,NA,NA,NA
2008-06-26,51.663,NA,NA,NA,NA
2008-06-27,51.419,NA,NA,NA,NA
2008-06-28,51.136,NA,NA,NA,NA
2008-06-29,50.852,NA,NA,NA,NA
2008-06-30,50.73,NA,NA,NA,NA
2008-07-01,50.73,NA,NA,NA,NA
2008-07-02,50.811,NA,NA,NA,NA
2008-07-03,50.69,NA,NA,NA,NA
2008-07-04,50.649,NA,NA,NA,NA
2008-07-05,50.568,NA,NA,NA,NA
2008-07-06,50.528,NA,NA,NA,NA
2008-07-07,50.528,NA,NA,NA,NA
2008-07-08,50.406,NA,NA,NA,NA
2008-07-09,50.284,NA,NA,NA,NA
2008-07-10,50.163,NA,NA,NA,NA
2008-07-11,50.284,NA,NA,NA,NA
2008-07-12,50.528,NA,NA,NA,NA
2008-07-13,50.73,NA,NA,NA,NA
2008-07-14,50.852,NA,NA,NA,NA
2008-07-15,51.095,NA,NA,NA,NA
2008-07-16,51.379,NA,NA,NA,NA
2008-07-17,51.703,NA,NA,NA,NA
2008-07-18,51.968,NA,NA,NA,NA
2008-07-19,52.105,NA,NA,NA,NA
2008-07-20,52.311,NA,NA,NA,NA
2008-07-21,52.482,NA,NA,NA,NA
2008-07-22,52.585,NA,NA,NA,NA
2008-07-23,0,NA,NA,NA,NA
2008-07-24,0,NA,NA,NA,NA
2008-07-25,0,NA,NA,NA,NA
2008-07-26,0,NA,NA,NA,NA
2008-07-27,0,NA,NA,NA,NA
2008-07-28,0,NA,NA,NA,NA
2008-07-29,0,NA,NA,NA,NA
2008-07-30,0,NA,NA,NA,NA
2008-07-31,0,NA,NA,NA,NA
2008-08-01,0,NA,NA,NA,NA
2008-08-02,0,NA,NA,NA,NA
2008-08-03,0,NA,NA,NA,NA
2008-08-04,0,NA,NA,NA,NA
2008-08-05,0,NA,NA,NA,NA
2008-08-06,0,NA,NA,NA,NA
2008-08-07,0,NA,NA,NA,NA
2008-08-08,NA,NA,NA,NA,NA
2008-08-09,0,NA,NA,NA,NA
2008-08-10,0,NA,NA,NA,NA
2008-08-11,0,NA,NA,NA,NA
2008-08-12,0,NA,NA,NA,NA
2008-08-13,0,NA,NA,NA,NA
2008-08-14,0,NA,NA,NA,NA
2008-08-15,0,NA,NA,NA,NA
2008-08-16,135.034,NA,NA,NA,NA
2008-08-17,0,NA,NA,NA,NA
2008-08-18,0,NA,NA,NA,NA
